date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:30:06	6167/6167	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:05%20GMT	http://projecteuler.net/problem=27	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=27.html	(from )
11:30:06	5451/5451	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:05%20GMT	http://projecteuler.net/problem=28	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=28.html	(from )
11:30:06	6026/6026	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:06%20GMT	http://projecteuler.net/problem=29	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=29.html	(from )
11:30:07	4935/4935	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:06%20GMT	http://projecteuler.net/problem=30	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=30.html	(from )
11:30:07	5442/5442	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:07%20GMT	http://projecteuler.net/problem=31	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=31.html	(from )
11:30:08	5062/5062	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:07%20GMT	http://projecteuler.net/problem=32	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=32.html	(from )
11:30:08	5013/5013	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:07%20GMT	http://projecteuler.net/problem=33	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=33.html	(from )
11:30:08	4584/4584	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:08%20GMT	http://projecteuler.net/problem=34	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=34.html	(from )
11:30:09	4626/4626	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:08%20GMT	http://projecteuler.net/problem=35	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=35.html	(from )
11:30:09	4645/4645	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:09%20GMT	http://projecteuler.net/problem=36	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=36.html	(from )
11:30:10	4788/4788	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:09%20GMT	http://projecteuler.net/problem=37	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=37.html	(from )
11:30:10	5437/5437	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:09%20GMT	http://projecteuler.net/problem=38	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=38.html	(from )
11:30:10	4768/4768	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:10%20GMT	http://projecteuler.net/problem=39	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=39.html	(from )
11:30:11	5671/5671	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:10%20GMT	http://projecteuler.net/problem=40	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=40.html	(from )
11:30:11	4590/4590	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:11%20GMT	http://projecteuler.net/problem=41	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=41.html	(from )
11:30:12	5093/5093	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:11%20GMT	http://projecteuler.net/problem=42	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=42.html	(from )
11:30:12	5426/5426	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:12%20GMT	http://projecteuler.net/problem=43	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=43.html	(from )
11:30:13	5294/5294	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:12%20GMT	http://projecteuler.net/problem=44	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=44.html	(from )
11:30:13	5294/5294	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:12%20GMT	http://projecteuler.net/problem=45	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=45.html	(from )
11:30:13	5521/5521	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:13%20GMT	http://projecteuler.net/problem=46	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=46.html	(from )
11:30:14	5689/5689	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:13%20GMT	http://projecteuler.net/problem=47	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=47.html	(from )
11:30:14	4555/4555	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:14%20GMT	http://projecteuler.net/problem=48	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=48.html	(from )
11:30:15	4819/4819	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:14%20GMT	http://projecteuler.net/problem=49	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=49.html	(from )
11:30:15	4790/4790	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:14%20GMT	http://projecteuler.net/problem=50	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=50.html	(from )
11:30:15	5167/5167	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:15%20GMT	http://projecteuler.net/problem=51	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=51.html	(from )
11:30:16	4616/4616	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:15%20GMT	http://projecteuler.net/problem=52	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=52.html	(from )
11:30:16	6394/6394	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:16%20GMT	http://projecteuler.net/problem=53	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=53.html	(from )
11:30:17	7827/7827	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:16%20GMT	http://projecteuler.net/problem=54	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=54.html	(from )
11:30:17	5739/5739	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:17%20GMT	http://projecteuler.net/problem=55	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=55.html	(from )
11:30:17	4816/4816	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:17%20GMT	http://projecteuler.net/problem=56	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=56.html	(from )
11:30:18	5233/5233	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:17%20GMT	http://projecteuler.net/problem=57	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=57.html	(from )
11:30:18	5893/5893	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:18%20GMT	http://projecteuler.net/problem=58	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=58.html	(from )
11:30:19	5926/5926	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:18%20GMT	http://projecteuler.net/problem=59	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=59.html	(from )
11:30:19	4770/4770	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:19%20GMT	http://projecteuler.net/problem=60	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=60.html	(from )
11:30:19	6647/6647	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:19%20GMT	http://projecteuler.net/problem=61	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=61.html	(from )
11:30:20	4684/4684	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:19%20GMT	http://projecteuler.net/problem=62	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=62.html	(from )
11:30:20	4573/4573	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:20%20GMT	http://projecteuler.net/problem=63	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=63.html	(from )
11:30:21	16316/16316	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:20%20GMT	http://projecteuler.net/problem=64	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=64.html	(from )
11:30:21	9650/9650	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:21%20GMT	http://projecteuler.net/problem=65	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=65.html	(from )
11:30:21	6245/6245	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:21%20GMT	http://projecteuler.net/problem=66	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=66.html	(from )
11:30:22	5423/5423	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:21%20GMT	http://projecteuler.net/problem=67	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=67.html	(from )
11:30:22	5719/5719	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:22%20GMT	http://projecteuler.net/index.php?section=problems&id=18	/home/tarang/euler/offline/euleroff/projecteuler.net/index8aab.html	(from )
11:30:23	5977/5977	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:22%20GMT	http://projecteuler.net/problem=68	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=68.html	(from )
11:30:23	5799/5799	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:23%20GMT	http://projecteuler.net/problem=69	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=69.html	(from )
11:30:24	5270/5270	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:23%20GMT	http://projecteuler.net/problem=70	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=70.html	(from )
11:30:24	5352/5352	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:23%20GMT	http://projecteuler.net/problem=71	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=71.html	(from )
11:30:27	5470/5470	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:26%20GMT	http://projecteuler.net/problem=75	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=75.html	(from )
11:30:28	4638/4638	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:27%20GMT	http://projecteuler.net/problem=76	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=76.html	(from )
11:30:29	5104/5104	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:28%20GMT	http://projecteuler.net/problem=78	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=78.html	(from )
11:30:29	4859/4859	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:29%20GMT	http://projecteuler.net/problem=79	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=79.html	(from )
11:30:30	5928/5928	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:29%20GMT	http://projecteuler.net/problem=81	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=81.html	(from )
11:30:31	5960/5960	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:30%20GMT	http://projecteuler.net/problem=82	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=82.html	(from )
11:30:31	7329/7329	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:25%20GMT	http://projecteuler.net/problem=74	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=74.html	(from )
11:30:32	9604/9604	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:31%20GMT	http://projecteuler.net/problem=84	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=84.html	(from )
11:30:32	4689/4689	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:32%20GMT	http://projecteuler.net/problem=85	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=85.html	(from )
11:30:33	4916/4916	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:32%20GMT	http://projecteuler.net/problem=87	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=87.html	(from )
11:30:34	8550/8550	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:33%20GMT	http://projecteuler.net/problem=88	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=88.html	(from )
11:30:34	6886/6886	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:34%20GMT	http://projecteuler.net/about=roman_numerals	/home/tarang/euler/offline/euleroff/projecteuler.net/about=roman_numerals.html	(from )
11:30:35	5856/5856	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:34%20GMT	http://projecteuler.net/problem=90	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=90.html	(from )
11:30:36	6450/6450	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:35%20GMT	http://projecteuler.net/problem=92	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=92.html	(from )
11:30:36	5710/5710	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:36%20GMT	http://projecteuler.net/problem=93	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=93.html	(from )
11:30:37	5828/5828	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:36%20GMT	http://projecteuler.net/problem=95	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=95.html	(from )
11:30:38	7897/7897	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:37%20GMT	http://projecteuler.net/problem=96	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=96.html	(from )
11:30:38	5243/5243	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:38%20GMT	http://projecteuler.net/problem=98	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=98.html	(from )
11:30:39	5261/5261	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:39%20GMT	http://projecteuler.net/problem=99	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=99.html	(from )
11:30:40	8226/8226	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:39%20GMT	http://projecteuler.net/problem=101	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=101.html	(from )
11:30:40	5349/5349	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:40%20GMT	http://projecteuler.net/problem=102	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=102.html	(from )
11:30:41	5779/5779	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:41%20GMT	http://projecteuler.net/index.php?section=problems&id=105	/home/tarang/euler/offline/euleroff/projecteuler.net/indexe22f.html	(from )
11:30:42	5634/5634	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:41%20GMT	http://projecteuler.net/index.php?section=problems&id=106	/home/tarang/euler/offline/euleroff/projecteuler.net/indexc7a2.html	(from )
11:30:42	5779/5779	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:42%20GMT	http://projecteuler.net/problem=105	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=105.html	(from )
11:30:43	6261/6261	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:43%20GMT	http://projecteuler.net/index.php?section=problems&id=103	/home/tarang/euler/offline/euleroff/projecteuler.net/index7746.html	(from )
11:30:44	6427/6427	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:43%20GMT	http://projecteuler.net/problem=107	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=107.html	(from )
11:30:45	6669/6669	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:44%20GMT	http://projecteuler.net/problem=108	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=108.html	(from )
11:30:45	7265/7265	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:45%20GMT	http://projecteuler.net/problem=109	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=109.html	(from )
11:30:46	5526/5526	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:45%20GMT	http://projecteuler.net/problem=110	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=110.html	(from )
11:30:47	6369/6369	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:46%20GMT	http://projecteuler.net/problem=111	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=111.html	(from )
11:30:47	5203/5203	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:47%20GMT	http://projecteuler.net/problem=112	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=112.html	(from )
11:30:48	13649/13649	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:47%20GMT	http://projecteuler.net/problem=114	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=114.html	(from )
11:30:49	5360/5360	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:48%20GMT	http://projecteuler.net/problem=115	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=115.html	(from )
11:30:49	10708/10708	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:49%20GMT	http://projecteuler.net/problem=116	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=116.html	(from )
11:30:50	11434/11434	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:50%20GMT	http://projecteuler.net/index.php?section=problems&id=117	/home/tarang/euler/offline/euleroff/projecteuler.net/indexee29.html	(from )
11:30:51	10708/10708	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:50%20GMT	http://projecteuler.net/index.php?section=problems&id=116	/home/tarang/euler/offline/euleroff/projecteuler.net/index8279.html	(from )
11:30:51	4672/4672	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:51%20GMT	http://projecteuler.net/problem=118	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=118.html	(from )
11:30:52	5396/5396	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:52%20GMT	http://projecteuler.net/problem=120	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=120.html	(from )
11:30:53	5230/5230	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:52%20GMT	http://projecteuler.net/problem=121	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=121.html	(from )
11:30:53	5120/5120	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:53%20GMT	http://projecteuler.net/problem=123	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=123.html	(from )
11:30:54	9440/9440	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:54%20GMT	http://projecteuler.net/problem=124	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=124.html	(from )
11:30:55	5467/5467	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:54%20GMT	http://projecteuler.net/problem=126	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=126.html	(from )
11:30:56	6667/6667	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:55%20GMT	http://projecteuler.net/problem=127	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=127.html	(from )
11:30:56	4942/4942	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:56%20GMT	http://projecteuler.net/problem=129	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=129.html	(from )
11:30:57	5571/5571	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jul%202012%2006:00:56%20GMT	http://projecteuler.net/problem=130	/home/tarang/euler/offline/euleroff/projecteuler.net/problem=130.html	(from )
